Ranking,Prob_Fraude_%,Nivel_Risco,Cliente,Merchant,Categoria,Valor_R$,Motivos_Suspeita,Score_Regras,Media_Cliente_R$,Valor_Relativo_x,Taxa_Fraude_Merchant_%,Data_Analise
354,99.91,🔴 CRÍTICO,C1873506157,M1823072687,es_transportation,789.07,Merchant com histórico de fraudes (22.8%),0,302.7,2.606756509657606,22.77,2026-01-09 17:51
355,99.91,🔴 CRÍTICO,C1529207541,M1649169323,es_sportsandtoys,713.37,Merchant com histórico de fraudes (22.8%),0,302.7,2.3566754423491534,22.77,2026-01-09 17:51
356,99.91,🔴 CRÍTICO,C92426600,M348934600,es_transportation,488.19,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 7.5x acima da média,2,65.18,7.489908901188327,43.88,2026-01-09 17:51
357,99.9,🔴 CRÍTICO,C872112161,M348934600,es_transportation,298.8,Merchant com histórico de fraudes (83.4%),0,302.7,0.9871099459942625,83.4,2026-01-09 17:51
358,99.9,🔴 CRÍTICO,C1474149613,M348934600,es_transportation,1633.84,Valor acima do padrão do cliente | Merchant com histórico de fraudes (83.4%) | Valor 18.3x acima da média,2,89.38,18.279343522662973,83.4,2026-01-09 17:51
359,99.9,🔴 CRÍTICO,C1690793519,M348934600,es_transportation,482.11,Merchant com histórico de fraudes (83.9%),1,101.54,4.748133290235239,83.9,2026-01-09 17:51
360,99.9,🔴 CRÍTICO,C364273844,M348934600,es_transportation,213.62,Merchant com histórico de fraudes (95.7%),0,263.64,0.8102738559876438,95.71,2026-01-09 17:51
361,99.9,🔴 CRÍTICO,C169274898,M1823072687,es_transportation,483.1,Valor acima do padrão do cliente | Merchant com histórico de fraudes (93.0%) | Valor 11.5x acima da média,2,42.04,11.492347676813552,92.97,2026-01-09 17:51
362,99.9,🔴 CRÍTICO,C196888452,M1823072687,es_transportation,321.56,Merchant com histórico de fraudes (93.0%),0,177.46,1.8120650203597248,92.97,2026-01-09 17:51
363,99.9,🔴 CRÍTICO,C2134043204,M1823072687,es_transportation,287.42,Valor acima do padrão do cliente | Merchant com histórico de fraudes (83.9%) | Valor 6.4x acima da média,2,44.67,6.433884285641042,83.9,2026-01-09 17:51
364,99.9,🔴 CRÍTICO,C518028573,M1823072687,es_transportation,1084.18,Valor acima do padrão do cliente | Merchant com histórico de fraudes (83.4%) | Valor 14.8x acima da média,2,73.33,14.784867022062143,83.4,2026-01-09 17:51
365,99.9,🔴 CRÍTICO,C1524407626,M348934600,es_transportation,1403.56,Merchant com histórico de fraudes (83.4%) | Valor 7.1x acima da média,1,196.67,7.136624766682134,83.4,2026-01-09 17:51
366,99.9,🔴 CRÍTICO,C461669469,M348934600,es_transportation,257.59,Múltiplas transações no mesmo período | Merchant com histórico de fraudes (34.8%),1,515.7,0.499500041186367,34.8,2026-01-09 17:51
367,99.9,🔴 CRÍTICO,C1314174420,M151143676,es_barsandrestaurants,531.32,Merchant com histórico de fraudes (43.9%),0,305.38,1.7398935677776717,43.88,2026-01-09 17:51
368,99.9,🔴 CRÍTICO,C318717540,M348934600,es_transportation,272.97,Merchant com histórico de fraudes (81.9%),0,238.34,1.1453026369178214,81.9,2026-01-09 17:51
369,99.89,🔴 CRÍTICO,C574062699,M348934600,es_transportation,393.62,Valor acima do padrão do cliente | Merchant com histórico de fraudes (21.0%) | Valor 10.0x acima da média,2,39.28,10.021239970363048,20.97,2026-01-09 17:51
370,99.89,🔴 CRÍTICO,C1549367339,M348934600,es_transportation,399.28,Merchant com histórico de fraudes (43.9%) | Valor 6.3x acima da média,1,63.13,6.3245641949214315,43.88,2026-01-09 17:51
371,99.89,🔴 CRÍTICO,C1591152121,M1823072687,es_transportation,416.56,Valor acima do padrão do cliente | Merchant com histórico de fraudes (21.0%) | Valor 9.4x acima da média,2,44.08,9.44928665439563,20.97,2026-01-09 17:51
372,99.89,🔴 CRÍTICO,C515668508,M348934600,es_transportation,510.88,Valor acima do padrão do cliente | Merchant com histórico de fraudes (11.5%) | Valor 8.4x acima da média,2,60.96,8.381243896863543,11.47,2026-01-09 17:51
373,99.89,🔴 CRÍTICO,C469059843,M348934600,es_transportation,1178.21,Valor acima do padrão do cliente | Merchant com histórico de fraudes (83.4%) | Valor 7.6x acima da média,2,154.42,7.630097558421957,83.4,2026-01-09 17:51
374,99.89,🔴 CRÍTICO,C1580559195,M1823072687,es_transportation,406.56,Merchant com histórico de fraudes (81.9%),1,116.98,3.475327221157241,81.9,2026-01-09 17:51
375,99.89,🔴 CRÍTICO,C1621267054,M348934600,es_transportation,669.07,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 6.0x acima da média,2,110.61,6.048773818069624,43.88,2026-01-09 17:51
376,99.89,🔴 CRÍTICO,C578309168,M348934600,es_transportation,360.03,Merchant com histórico de fraudes (43.9%),1,94.91,3.793218597317255,43.88,2026-01-09 17:51
377,99.89,🔴 CRÍTICO,C1911232863,M348934600,es_transportation,550.52,Merchant com histórico de fraudes (43.9%),1,183.34,3.0027681025280253,43.88,2026-01-09 17:51
378,99.89,🔴 CRÍTICO,C1149495561,M348934600,es_transportation,368.76,Valor acima do padrão do cliente | Merchant com histórico de fraudes (81.9%) | Valor 9.8x acima da média,2,37.58,9.813508426431255,81.9,2026-01-09 17:51
379,99.88,🔴 CRÍTICO,C380412694,M1823072687,es_transportation,1258.33,Merchant com histórico de fraudes (10.4%) | Valor 6.3x acima da média,1,200.58,6.273340775484274,10.42,2026-01-09 17:51
380,99.88,🔴 CRÍTICO,C1256073744,M1823072687,es_transportation,459.82,Merchant com histórico de fraudes (43.9%),0,320.29,1.4356455975938338,43.88,2026-01-09 17:51
381,99.88,🔴 CRÍTICO,C1701338775,M348934600,es_transportation,923.41,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 17.9x acima da média,2,51.66,17.873803234277812,43.88,2026-01-09 17:51
382,99.88,🔴 CRÍTICO,C26716153,M348934600,es_transportation,276.77,Valor acima do padrão do cliente | Merchant com histórico de fraudes (81.9%) | Valor 7.0x acima da média,2,39.59,6.990121894454618,81.9,2026-01-09 17:51
383,99.88,🔴 CRÍTICO,C899204870,M1823072687,es_transportation,334.12,Valor acima do padrão do cliente | Merchant com histórico de fraudes (95.7%) | Valor 7.5x acima da média,2,44.81,7.456038394714845,95.71,2026-01-09 17:51
384,99.88,🔴 CRÍTICO,C486343841,M348934600,es_transportation,2147.03,Merchant com histórico de fraudes (83.4%),1,682.75,3.1446719234499536,83.4,2026-01-09 17:51
385,99.88,🔴 CRÍTICO,C678683295,M348934600,es_transportation,366.31,Merchant com histórico de fraudes (43.9%) | Valor 5.4x acima da média,1,67.64,5.415605964069746,43.88,2026-01-09 17:51
386,99.87,🔴 CRÍTICO,C1923945958,M348934600,es_transportation,647.03,Valor acima do padrão do cliente | Merchant com histórico de fraudes (11.5%) | Valor 11.3x acima da média,2,57.45,11.262027673617554,11.47,2026-01-09 17:51
387,99.87,🔴 CRÍTICO,C500992269,M1053599405,es_health,543.85,Valor acima do padrão do cliente | Merchant com histórico de fraudes (70.7%) | Valor 13.5x acima da média,2,40.36,13.475320280257101,70.71,2026-01-09 17:51
388,99.87,🔴 CRÍTICO,C286236136,M1823072687,es_transportation,411.22,Valor acima do padrão do cliente | Merchant com histórico de fraudes (22.8%) | Valor 5.9x acima da média,2,69.62,5.906766466909789,22.77,2026-01-09 17:51
389,99.87,🔴 CRÍTICO,C1424475955,M348934600,es_transportation,384.03,Merchant com histórico de fraudes (34.8%),0,577.58,0.6648911917393484,34.8,2026-01-09 17:51
390,99.87,🔴 CRÍTICO,C662836745,M348934600,es_transportation,465.11,Merchant com histórico de fraudes (21.0%) | Valor 5.2x acima da média,1,89.87,5.175580318800659,20.97,2026-01-09 17:51
391,99.87,🔴 CRÍTICO,C2016997607,M348934600,es_transportation,231.28,Merchant com histórico de fraudes (81.9%),0,263.64,0.8772593269020796,81.9,2026-01-09 17:51
392,99.87,🔴 CRÍTICO,C96407618,M348934600,es_transportation,486.9,Valor acima do padrão do cliente | Merchant com histórico de fraudes (11.5%) | Valor 10.1x acima da média,2,48.44,10.051924445430002,11.47,2026-01-09 17:51
393,99.87,🔴 CRÍTICO,C819131219,M1823072687,es_transportation,538.97,Valor acima do padrão do cliente | Merchant com histórico de fraudes (11.5%) | Valor 11.4x acima da média,2,47.4,11.369729932174744,11.47,2026-01-09 17:51
394,99.87,🔴 CRÍTICO,C1826105311,M348934600,es_transportation,282.93,Merchant com histórico de fraudes (93.0%),0,263.64,1.073170967487052,92.97,2026-01-09 17:51
395,99.86,🔴 CRÍTICO,C1202775726,M840466850,es_tech,588.06,Valor acima do padrão do cliente | Merchant com histórico de fraudes (11.5%) | Valor 10.9x acima da média,2,53.71,10.948862606045461,11.47,2026-01-09 17:51
396,99.86,🔴 CRÍTICO,C2060968828,M1842530320,es_tech,458.39,Merchant com histórico de fraudes (43.9%),0,471.55,0.9720903169391273,43.88,2026-01-09 17:51
397,99.86,🔴 CRÍTICO,C1593769010,M1823072687,es_transportation,367.7,Valor acima do padrão do cliente | Merchant com histórico de fraudes (81.9%) | Valor 7.3x acima da média,2,50.46,7.287633802419952,81.9,2026-01-09 17:51
398,99.86,🔴 CRÍTICO,C587016440,M1823072687,es_transportation,222.86,Merchant com histórico de fraudes (81.9%),0,263.64,0.8453217467718673,81.9,2026-01-09 17:51
399,99.85,🔴 CRÍTICO,C607766298,M85975013,es_food,913.52,Valor acima do padrão do cliente | Merchant com histórico de fraudes (11.5%) | Valor 15.9x acima da média,2,57.32,15.93597809071659,11.47,2026-01-09 17:51
400,99.85,🔴 CRÍTICO,C359221218,M50039827,es_health,573.66,Merchant com histórico de fraudes (83.9%) | Valor 5.9x acima da média,1,96.6,5.938509255294935,83.9,2026-01-09 17:51
401,99.85,🔴 CRÍTICO,C936786093,M348934600,es_transportation,1403.14,Valor acima do padrão do cliente | Merchant com histórico de fraudes (83.4%) | Valor 20.6x acima da média,2,68.23,20.566160038995687,83.4,2026-01-09 17:51
402,99.85,🔴 CRÍTICO,C1076110991,M855959430,es_hyper,960.18,Valor acima do padrão do cliente | Merchant com histórico de fraudes (11.5%) | Valor 14.5x acima da média,2,66.15,14.514328160684522,11.47,2026-01-09 17:51
403,99.84,🔴 CRÍTICO,C1354917220,M348934600,es_transportation,1491.09,Valor acima do padrão do cliente | Merchant com histórico de fraudes (83.4%) | Valor 14.8x acima da média,2,100.84,14.786901124132903,83.4,2026-01-09 17:51
404,99.84,🔴 CRÍTICO,C1723897078,M348934600,es_transportation,1375.72,Merchant com histórico de fraudes (83.4%),0,471.55,2.9174373149926836,83.4,2026-01-09 17:51
405,99.84,🔴 CRÍTICO,C1869142879,M348934600,es_transportation,246.8,Merchant com histórico de fraudes (83.4%),0,502.77,0.4908829618245353,83.4,2026-01-09 17:51
406,99.84,🔴 CRÍTICO,C143836998,M348934600,es_transportation,514.84,Merchant com histórico de fraudes (22.8%),1,166.79,3.0867326488246083,22.77,2026-01-09 17:51
407,99.84,🔴 CRÍTICO,C1100510913,M85975013,es_food,767.11,Valor acima do padrão do cliente | Merchant com histórico de fraudes (11.5%) | Valor 14.6x acima da média,2,52.72,14.551334669676395,11.47,2026-01-09 17:51
408,99.83,🔴 CRÍTICO,C391642320,M348934600,es_transportation,276.06,Valor acima do padrão do cliente | Merchant com histórico de fraudes (81.9%) | Valor 7.0x acima da média,2,39.34,7.017975580556952,81.9,2026-01-09 17:51
409,99.83,🔴 CRÍTICO,C810134226,M349281107,es_fashion,387.76,Merchant com histórico de fraudes (43.9%),1,101.54,3.818913037733331,43.88,2026-01-09 17:51
410,99.83,🔴 CRÍTICO,C2023751717,M348934600,es_transportation,300.15,Merchant com histórico de fraudes (93.0%),1,91.17,3.2921466338367114,92.97,2026-01-09 17:51
411,99.83,🔴 CRÍTICO,C708968659,M348934600,es_transportation,899.08,Merchant com histórico de fraudes (22.8%),0,471.55,1.906644914054911,22.77,2026-01-09 17:51
412,99.83,🔴 CRÍTICO,C668875156,M1823072687,es_transportation,214.3,Merchant com histórico de fraudes (83.9%),0,422.55,0.5071603269484034,83.9,2026-01-09 17:51
413,99.82,🔴 CRÍTICO,C2136008441,M1888755466,es_otherservices,477.94,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 6.4x acima da média,2,74.42,6.422581811145764,43.88,2026-01-09 17:51
414,99.81,🔴 CRÍTICO,C469059843,M1823072687,es_transportation,230.73,Merchant com histórico de fraudes (83.4%),0,263.64,0.8751731429268282,83.4,2026-01-09 17:51
415,99.81,🔴 CRÍTICO,C1681976106,M348934600,es_transportation,448.44,Valor acima do padrão do cliente | Merchant com histórico de fraudes (11.5%) | Valor 10.4x acima da média,2,43.1,10.404364243472001,11.47,2026-01-09 17:51
416,99.81,🔴 CRÍTICO,C413242191,M1823072687,es_transportation,732.56,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 6.3x acima da média,2,116.28,6.300090577661448,43.88,2026-01-09 17:51
417,99.81,🔴 CRÍTICO,C801383032,M1823072687,es_transportation,501.38,Valor acima do padrão do cliente | Merchant com histórico de fraudes (34.8%) | Valor 12.0x acima da média,2,41.75,12.009379879548472,34.8,2026-01-09 17:51
418,99.81,🔴 CRÍTICO,C1624351292,M1823072687,es_transportation,345.44,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 6.7x acima da média,2,51.21,6.745756963447121,43.88,2026-01-09 17:51
419,99.8,🔴 CRÍTICO,C869954068,M348934600,es_transportation,1503.12,Valor acima do padrão do cliente | Merchant com histórico de fraudes (83.4%) | Valor 17.8x acima da média,2,84.21,17.8496613484187,83.4,2026-01-09 17:51
420,99.8,🔴 CRÍTICO,C1539370210,M348934600,es_transportation,616.37,Merchant com histórico de fraudes (43.9%),0,275.48,2.2374220477478692,43.88,2026-01-09 17:51
421,99.79,🔴 CRÍTICO,C1047521541,M1823072687,es_transportation,1356.71,Valor acima do padrão do cliente | Merchant com histórico de fraudes (83.4%) | Valor 17.3x acima da média,2,78.46,17.291811887739268,83.4,2026-01-09 17:51
422,99.79,🔴 CRÍTICO,C1445931696,M348934600,es_transportation,341.1,Merchant com histórico de fraudes (11.5%),0,515.7,0.6614366398100462,11.47,2026-01-09 17:51
423,99.79,🔴 CRÍTICO,C510934446,M1823072687,es_transportation,943.79,Merchant com histórico de fraudes (43.9%),0,660.17,1.4296238302000144,43.88,2026-01-09 17:51
424,99.79,🔴 CRÍTICO,C843090653,M348934600,es_transportation,400.94,Merchant com histórico de fraudes (7.4%),1,83.25,4.816340804926626,7.42,2026-01-09 17:51
425,99.79,🔴 CRÍTICO,C1876476635,M1823072687,es_transportation,847.57,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 6.2x acima da média,2,136.81,6.195347432009594,43.88,2026-01-09 17:51
426,99.78,🔴 CRÍTICO,C1844695541,M1823072687,es_transportation,341.51,Merchant com histórico de fraudes (22.8%),0,577.58,0.591274095489688,22.77,2026-01-09 17:51
427,99.78,🔴 CRÍTICO,C2070997908,M348934600,es_transportation,279.05,Merchant com histórico de fraudes (43.9%),0,471.55,0.5917707693053154,43.88,2026-01-09 17:51
428,99.78,🔴 CRÍTICO,C1175684338,M85975013,es_food,280.22,Merchant com histórico de fraudes (43.9%),0,471.55,0.5942519440055025,43.88,2026-01-09 17:51
429,99.78,🔴 CRÍTICO,C510934446,M85975013,es_food,608.59,Merchant com histórico de fraudes (57.2%),1,142.19,4.28011812166736,57.24,2026-01-09 17:51
430,99.78,🔴 CRÍTICO,C928481238,M1823072687,es_transportation,492.15,Merchant com histórico de fraudes (43.9%),0,577.58,0.852084993397704,43.88,2026-01-09 17:51
431,99.78,🔴 CRÍTICO,C1431806998,M348934600,es_transportation,635.31,Merchant com histórico de fraudes (43.9%),0,236.13,2.6905620433155435,43.88,2026-01-09 17:51
432,99.78,🔴 CRÍTICO,C1567160901,M348934600,es_transportation,466.98,Merchant com histórico de fraudes (43.9%),0,577.58,0.8085068581059838,43.88,2026-01-09 17:51
433,99.77,🔴 CRÍTICO,C1350409226,M1053599405,es_health,311.03,Merchant com histórico de fraudes (81.9%),0,108.17,2.8754477742811124,81.9,2026-01-09 17:51
434,99.77,🔴 CRÍTICO,C373733261,M1823072687,es_transportation,346.63,Valor acima do padrão do cliente | Merchant com histórico de fraudes (7.4%) | Valor 6.9x acima da média,2,49.93,6.9426140559678435,7.42,2026-01-09 17:51
435,99.77,🔴 CRÍTICO,C632176173,M1823072687,es_transportation,313.93,Múltiplas transações no mesmo período | Merchant com histórico de fraudes (57.2%),1,263.64,1.1907558824557674,57.24,2026-01-09 17:51
436,99.77,🔴 CRÍTICO,C301483725,M1823072687,es_transportation,370.28,Valor acima do padrão do cliente | Merchant com histórico de fraudes (7.4%) | Valor 7.4x acima da média,2,50.06,7.396813334405893,7.42,2026-01-09 17:51
437,99.76,🔴 CRÍTICO,C1878500339,M348934600,es_transportation,335.07,Valor acima do padrão do cliente | Merchant com histórico de fraudes (21.0%) | Valor 7.5x acima da média,2,44.69,7.4972436197518135,20.97,2026-01-09 17:51
438,99.76,🔴 CRÍTICO,C194301248,M209847108,es_wellnessandbeauty,635.43,Merchant com histórico de fraudes (43.9%),0,660.17,0.9625296627681954,43.88,2026-01-09 17:51
439,99.76,🔴 CRÍTICO,C797980818,M1823072687,es_transportation,247.45,Merchant com histórico de fraudes (83.9%),1,77.49,3.1934826471773325,83.9,2026-01-09 17:51
440,99.75,🔴 CRÍTICO,C1520545421,M348934600,es_transportation,282.12,Valor acima do padrão do cliente | Merchant com histórico de fraudes (81.9%) | Valor 8.3x acima da média,2,34.13,8.265761919620234,81.9,2026-01-09 17:51
441,99.75,🔴 CRÍTICO,C109634232,M1823072687,es_transportation,484.32,Merchant com histórico de fraudes (81.9%),0,194.76,2.4867529139106956,81.9,2026-01-09 17:51
442,99.75,🔴 CRÍTICO,C383368009,M348934600,es_transportation,333.03,Merchant com histórico de fraudes (43.9%),0,422.55,0.7881456074830927,43.88,2026-01-09 17:51
443,99.75,🔴 CRÍTICO,C1032319289,M348934600,es_transportation,325.97,Valor acima do padrão do cliente | Merchant com histórico de fraudes (34.8%) | Valor 6.7x acima da média,2,48.33,6.7440973193339815,34.8,2026-01-09 17:51
444,99.74,🔴 CRÍTICO,C870503362,M348934600,es_transportation,443.24,Merchant com histórico de fraudes (43.9%),0,471.55,0.9399622855649094,43.88,2026-01-09 17:51
445,99.74,🔴 CRÍTICO,C1196915447,M1823072687,es_transportation,325.32,Valor acima do padrão do cliente | Merchant com histórico de fraudes (21.0%) | Valor 8.1x acima da média,2,40.15,8.102676145796556,20.97,2026-01-09 17:51
